"","stock_name","brood_year","survival_index","value"
"2740","Harrison",2010,"lnRS",0.393593811269338
"2741","Harrison",2011,"lnRS",-1.02876391630927
"2742","Harrison",2012,"lnRS",-0.143538967086941
"2743","Harrison",2013,"lnRS",-0.686614103483421
"2744","Harrison",2014,"lnRS",-1.99907696735066
"2745","Harrison",2015,"lnRS",-1.78998654479622
"2802","L.Shuswap",2006,"lnRS",0.695087594811765
"2803","L.Shuswap",2007,"lnRS",-0.00345697262854818
"2804","L.Shuswap",2008,"lnRS",2.4285382491411
"2805","L.Shuswap",2009,"lnRS",0.904809700740238
"2806","L.Shuswap",2010,"lnRS",-0.789498146680971
"2807","L.Shuswap",2011,"lnRS",-2.35188412968672
"2808","L.Shuswap",2013,"lnRS",-2.61607499938041
"2809","L.Shuswap",2014,"lnRS",-0.421690636749912
"2810","L.Shuswap",2015,"lnRS",-2.0136686692073
"2867","L.Stuart",2006,"lnRS",0.218364360898969
"2868","L.Stuart",2007,"lnRS",-0.749893489318505
"2869","L.Stuart",2008,"lnRS",-0.755756853068192
"2870","L.Stuart",2009,"lnRS",-0.344298683468557
"2871","L.Stuart",2010,"lnRS",-0.155252998356691
"2872","L.Stuart",2011,"lnRS",-0.434352615281356
"2873","L.Stuart",2012,"lnRS",-1.60302829842834
"2874","L.Stuart",2013,"lnRS",-0.740969441812878
"2875","L.Stuart",2014,"lnRS",0.179350453539981
"2876","L.Stuart",2015,"lnRS",-0.765268278487331
"2933","Nadina",2006,"lnRS",0.297089260559842
"2934","Nadina",2007,"lnRS",0.0876357851659718
"2935","Nadina",2008,"lnRS",-0.132173577208653
"2936","Nadina",2009,"lnRS",-0.607973533333862
"2937","Nadina",2010,"lnRS",0.479263763346799
"2938","Nadina",2011,"lnRS",-0.179200314313636
"2939","Nadina",2012,"lnRS",-1.18758347776041
"2940","Nadina",2013,"lnRS",-1.75768422343544
"2941","Nadina",2014,"lnRS",0.323135776607769
"2942","Nadina",2015,"lnRS",-2.92720328258948
"2999","Pitt",2006,"lnRS",-0.450793065679535
"3000","Pitt",2007,"lnRS",-0.196806878593997
"3001","Pitt",2008,"lnRS",0.917927577750216
"3002","Pitt",2009,"lnRS",-0.449962147051334
"3003","Pitt",2010,"lnRS",1.68253560449475
"3004","Pitt",2011,"lnRS",-0.090204545364286
"3005","Pitt",2012,"lnRS",-1.05809226555618
"3006","Pitt",2013,"lnRS",-1.06169558795298
"3007","Pitt",2014,"lnRS",-1.43832203527021
"3008","Pitt",2015,"lnRS",-1.88493323987018
"3061","Portage",2006,"lnRS",0.239674554625688
"3062","Portage",2007,"lnRS",-0.820801821311542
"3063","Portage",2008,"lnRS",-0.282733169662615
"3064","Portage",2009,"lnRS",0.221962876943127
"3065","Portage",2010,"lnRS",-0.862721836153853
"3066","Portage",2011,"lnRS",-2.91876362450388
"3067","Portage",2012,"lnRS",0.286184029214679
"3068","Portage",2013,"lnRS",-1.97178073362704
"3069","Portage",2014,"lnRS",-0.268845278712919
"3070","Portage",2015,"lnRS",-2.19622124382712
"3127","Quesnel",2006,"lnRS",-0.163130325357115
"3128","Quesnel",2007,"lnRS",-1.12921558960649
"3129","Quesnel",2008,"lnRS",-0.856284478378367
"3130","Quesnel",2009,"lnRS",-0.670391081721032
"3131","Quesnel",2010,"lnRS",0.639378218875886
"3132","Quesnel",2011,"lnRS",-1.06951906071795
