"","V1","V2","V3"
"b[(Intercept) Year:2011]","0.999503818849103","ic_hof","Rhat"
"b[(Intercept) Year:2012]","1.00005455447914","ic_hof","Rhat"
"b[(Intercept) Year:2013]","1.00055805522289","ic_hof","Rhat"
"b[(Intercept) Year:2014]","0.999752381182328","ic_hof","Rhat"
"b[(Intercept) Year:2015]","0.999784783552738","ic_hof","Rhat"
"b[(Intercept) Year:2016]","1.0001243588776","ic_hof","Rhat"
"b[(Intercept) Year:2017]","0.999673625935992","ic_hof","Rhat"
"b[(Intercept) Year:2018]","0.999538275582303","ic_hof","Rhat"
"sigma","0.999078409029997","ic_hof","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00102670879033","ic_hof","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","1.00052654599534","ic_hof","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00080506292173","ic_hof","Rhat"
"prev_std","1.00082500362607","ic_mul","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999881322468632","ic_mul","Rhat"
"b[prev_std Stock:Birkenhead]","1.00056622141806","ic_mul","Rhat"
"b[(Intercept) Stock:Bowron]","0.999173902400087","ic_mul","Rhat"
"b[prev_std Stock:Bowron]","0.999899378008104","ic_mul","Rhat"
"b[(Intercept) Stock:Chilko]","0.999815124322066","ic_mul","Rhat"
"b[prev_std Stock:Chilko]","1.00133713058026","ic_mul","Rhat"
"b[(Intercept) Stock:E.Stuart]","1.000077378745","ic_mul","Rhat"
"b[prev_std Stock:E.Stuart]","0.999412642531006","ic_mul","Rhat"
"b[(Intercept) Stock:Gates]","1.00003986671462","ic_mul","Rhat"
"b[prev_std Stock:Gates]","1.00034963505474","ic_mul","Rhat"
"b[(Intercept) Stock:Harrison]","1.00031097937381","ic_mul","Rhat"
"b[prev_std Stock:Harrison]","0.99980179565437","ic_mul","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999615743960696","ic_mul","Rhat"
"b[prev_std Stock:L.Shuswap]","0.999666552302526","ic_mul","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00030993136288","ic_mul","Rhat"
"b[prev_std Stock:L.Stuart]","1.00160832813977","ic_mul","Rhat"
"b[(Intercept) Stock:Nadina]","0.999653894269633","ic_mul","Rhat"
"b[prev_std Stock:Nadina]","1.00136625781883","ic_mul","Rhat"
"b[(Intercept) Stock:Pitt]","0.999482558775686","ic_mul","Rhat"
"b[prev_std Stock:Pitt]","0.999360175772504","ic_mul","Rhat"
"b[(Intercept) Stock:Portage]","0.999273356413081","ic_mul","Rhat"
