"","Stock_Analysis","Year","N","posdet","prev","mean_load","prevload","agent"
"427","Pitt",2018,1,0,0,NA,NA,"ascv"
"428","Portage",2009,1,0,0,NA,NA,"ascv"
"429","Portage",2015,1,0,0,NA,NA,"ascv"
"430","Quesnel",2009,1,0,0,NA,NA,"ascv"
"431","Quesnel",2010,5,0,0,NA,NA,"ascv"
"432","Quesnel",2011,15,0,0,NA,NA,"ascv"
"433","Quesnel",2012,0,0,NA,NA,NA,"ascv"
"434","Quesnel",2013,0,0,NA,NA,NA,"ascv"
"435","Quesnel",2015,46,0,0,NA,NA,"ascv"
"436","Quesnel",2016,32,0,0,NA,NA,"ascv"
"437","Raft",2010,1,0,0,NA,NA,"ascv"
"438","Raft",2012,0,0,NA,NA,NA,"ascv"
"439","Raft",2014,1,0,0,NA,NA,"ascv"
"440","Raft",2018,1,0,0,NA,NA,"ascv"
"441","Scotch",2009,1,0,0,NA,NA,"ascv"
"442","Scotch",2010,2,0,0,NA,NA,"ascv"
"443","Scotch",2012,0,0,NA,NA,NA,"ascv"
"444","Scotch",2013,1,1,1,0.072885398,0.072885398,"ascv"
"445","Scotch",2014,2,0,0,NA,NA,"ascv"
"446","Scotch",2015,8,0,0,NA,NA,"ascv"
"447","Scotch",2016,12,0,0,NA,NA,"ascv"
"448","Seymour",2008,0,0,NA,NA,NA,"ascv"
"449","Seymour",2009,5,0,0,NA,NA,"ascv"
"450","Seymour",2010,1,0,0,NA,NA,"ascv"
"451","Seymour",2011,6,0,0,NA,NA,"ascv"
"452","Seymour",2012,1,0,0,NA,NA,"ascv"
"453","Seymour",2013,0,0,NA,NA,NA,"ascv"
"454","Seymour",2015,6,0,0,NA,NA,"ascv"
"455","Seymour",2016,3,0,0,NA,NA,"ascv"
"456","Seymour",2017,2,0,0,NA,NA,"ascv"
"457","South Coast",2009,1,0,0,NA,NA,"ascv"
"458","South Coast",2011,1,0,0,NA,NA,"ascv"
"459","South Coast",2013,0,0,NA,NA,NA,"ascv"
"460","South Coast",2014,2,0,0,NA,NA,"ascv"
"461","South Coast",2018,2,0,0,NA,NA,"ascv"
"462","Stellako",2010,0,0,NA,NA,NA,"ascv"
"463","Stellako",2011,4,0,0,NA,NA,"ascv"
"464","Stellako",2012,0,0,NA,NA,NA,"ascv"
"465","Stellako",2013,1,0,0,NA,NA,"ascv"
"466","Stellako",2014,12,0,0,NA,NA,"ascv"
"467","Stellako",2015,0,0,NA,NA,NA,"ascv"
"468","Stellako",2018,2,0,0,NA,NA,"ascv"
"469","US",2009,3,0,0,NA,NA,"ascv"
"470","US",2010,9,0,0,NA,NA,"ascv"
"471","US",2011,8,0,0,NA,NA,"ascv"
"472","US",2012,0,0,NA,NA,NA,"ascv"
"473","US",2013,0,0,NA,NA,NA,"ascv"
"474","US",2014,5,0,0,NA,NA,"ascv"
"475","US",2015,2,0,0,NA,NA,"ascv"
"476","US",2018,6,0,0,NA,NA,"ascv"
"477","VI",2010,1,0,0,NA,NA,"ascv"
"478","VI",2011,1,0,0,NA,NA,"ascv"
"479","VI",2012,0,0,NA,NA,NA,"ascv"
"480","VI",2013,1,0,0,NA,NA,"ascv"
"481","VI",2014,13,0,0,NA,NA,"ascv"
"482","Weaver",2010,1,0,0,NA,NA,"ascv"
"483","Weaver",2011,3,0,0,NA,NA,"ascv"
"484","Weaver",2012,0,0,NA,NA,NA,"ascv"
"485","Weaver",2015,4,0,0,NA,NA,"ascv"
"486","Weaver",2018,1,0,0,NA,NA,"ascv"
"487","Birkenhead",2009,4,2,0.5,36.252915328,18.126457664,"c_b_cys"
"488","Birkenhead",2010,2,1,0.5,815.9333537,407.96667685,"c_b_cys"
"489","Birkenhead",2011,5,4,0.8,65664.0158124775,52531.212649982,"c_b_cys"
"490","Birkenhead",2012,1,1,1,20.48786083,20.48786083,"c_b_cys"
"491","Birkenhead",2013,23,20,0.869565217391304,2527.87701027725,2198.15392198022,"c_b_cys"
"492","Birkenhead",2014,4,2,0.5,1407.9715659,703.98578295,"c_b_cys"
"493","Birkenhead",2015,17,14,0.823529411764706,5806.60038630929,4781.90620049,"c_b_cys"
"494","Birkenhead",2018,4,1,0.25,996.7270177,249.181754425,"c_b_cys"
"495","Bowron",2013,7,5,0.714285714285714,756.3060953846,540.218639560429,"c_b_cys"
"496","Bowron",2014,1,1,1,53.52815828,53.52815828,"c_b_cys"
"497","Central Coast",2009,1,1,1,1.331072417,1.331072417,"c_b_cys"
"498","Central Coast",2010,3,2,0.666666666666667,128682.281507881,85788.1876719207,"c_b_cys"
"499","Central Coast",2011,2,2,1,45206.8406496195,45206.8406496195,"c_b_cys"
"500","Central Coast",2012,0,0,NA,NA,NA,"c_b_cys"
"501","Central Coast",2013,9,9,1,21152.9266757388,21152.9266757388,"c_b_cys"
"502","Central Coast",2014,2,2,1,4577.163271925,4577.163271925,"c_b_cys"
"503","Central Coast",2018,2,2,1,10831.3398905,10831.3398905,"c_b_cys"
"504","Chilko",2008,7,7,1,13650.5637747376,13650.5637747376,"c_b_cys"
"505","Chilko",2009,26,24,0.923076923076923,51022.946939744,47098.104867456,"c_b_cys"
"506","Chilko",2010,62,45,0.725806451612903,2036.65849229011,1478.21987343637,"c_b_cys"
"507","Chilko",2011,74,64,0.864864864864865,53105.8345448585,45929.3704171749,"c_b_cys"
"508","Chilko",2012,23,23,1,34266.2965701539,34266.2965701539,"c_b_cys"
"509","Chilko",2013,514,504,0.980544747081712,23168.980512845,22718.2221371087,"c_b_cys"
"510","Chilko",2014,51,47,0.92156862745098,10970.7972540165,10110.342567427,"c_b_cys"
"511","Chilko",2015,72,69,0.958333333333333,34345.5126884995,32914.449659812,"c_b_cys"
"512","Chilko",2016,20,20,1,20202.173617439,20202.173617439,"c_b_cys"
"513","Chilko",2017,12,10,0.833333333333333,16026.578171959,13355.4818099658,"c_b_cys"
"514","Chilko",2018,12,12,1,87246.2832153333,87246.2832153333,"c_b_cys"
"515","Chilliwack",2010,13,11,0.846153846153846,39295.9883489145,33250.4516798508,"c_b_cys"
"516","Chilliwack",2013,9,8,0.888888888888889,44289.7789508794,39368.6924007817,"c_b_cys"
"517","Chilliwack",2014,25,19,0.76,60396.2508480378,45901.1506445088,"c_b_cys"
"518","Chilliwack",2016,1,1,1,0.595033017,0.595033017,"c_b_cys"
"519","Chilliwack",2018,8,6,0.75,244033.432492998,183025.074369748,"c_b_cys"
"520","Cultus",2011,1,1,1,8064.094871,8064.094871,"c_b_cys"
"521","Cultus",2012,1,1,1,5102.544861,5102.544861,"c_b_cys"
"522","Cultus",2013,2,2,1,120.264149132,120.264149132,"c_b_cys"
"523","Cultus",2014,2,2,1,15.007008221,15.007008221,"c_b_cys"
"524","Cultus",2018,1,0,0,NA,NA,"c_b_cys"
"525","Early Stuart",2009,2,2,1,60205.619845038,60205.619845038,"c_b_cys"
"526","Early Stuart",2010,4,4,1,14695.7392738,14695.7392738,"c_b_cys"
"527","Early Stuart",2011,25,19,0.76,4296.84916245,3265.605363462,"c_b_cys"
"528","Early Stuart",2012,1,1,1,17.76381762,17.76381762,"c_b_cys"
"529","Early Stuart",2013,1,1,1,463.2309856,463.2309856,"c_b_cys"
"530","Early Stuart",2014,8,8,1,3771.99879799875,3771.99879799875,"c_b_cys"
"531","Early Stuart",2015,18,16,0.888888888888889,1062.75631961363,944.672284101,"c_b_cys"
"532","Early Stuart",2016,1,1,1,337.757257,337.757257,"c_b_cys"
"533","Early Stuart",2017,1,1,1,232.1139775,232.1139775,"c_b_cys"
"534","Early Stuart",2018,2,1,0.5,9254.545863,4627.2729315,"c_b_cys"
"535","Gates",2009,1,0,0,NA,NA,"c_b_cys"
"536","Gates",2010,1,1,1,7.540098108,7.540098108,"c_b_cys"
"537","Gates",2011,4,4,1,396.22098703,396.22098703,"c_b_cys"
"538","Gates",2012,0,0,NA,NA,NA,"c_b_cys"
"539","Gates",2013,15,13,0.866666666666667,669.306663934769,580.065775410133,"c_b_cys"
"540","Gates",2014,8,5,0.625,451.0298353368,281.8936470855,"c_b_cys"
"541","Gates",2015,5,3,0.6,3964.33170674,2378.599024044,"c_b_cys"
"542","Harrison-Lillooet",2013,2,2,1,425.518546005,425.518546005,"c_b_cys"
"543","Harrison-Lillooet",2014,1,0,0,NA,NA,"c_b_cys"
"544","Harrison-Widgeon",2009,1,0,0,NA,NA,"c_b_cys"
"545","Harrison-Widgeon",2010,56,11,0.196428571428571,23.6885500572727,4.65310804696429,"c_b_cys"
"546","Harrison-Widgeon",2011,8,7,0.875,37540.86745059,32848.2590192662,"c_b_cys"
"547","Harrison-Widgeon",2013,4,4,1,665.68829558175,665.68829558175,"c_b_cys"
"548","Harrison-Widgeon",2014,1,1,1,8338.308398,8338.308398,"c_b_cys"
"549","Harrison-Widgeon",2015,5,0,0,NA,NA,"c_b_cys"
"550","Late Shuswap",2008,16,16,1,242812.822908562,242812.822908562,"c_b_cys"
"551","Late Shuswap",2009,15,15,1,90105.44213652,90105.44213652,"c_b_cys"
"552","Late Shuswap",2010,6,5,0.833333333333333,49.0431488252,40.8692906876667,"c_b_cys"
"553","Late Shuswap",2011,19,18,0.947368421052632,60884.6646318998,57680.2085986419,"c_b_cys"
"554","Late Shuswap",2012,176,174,0.988636363636364,39874.8543750324,39421.7310298615,"c_b_cys"
"555","Late Shuswap",2013,29,29,1,52993.5214479052,52993.5214479052,"c_b_cys"
"556","Late Shuswap",2014,1,1,1,257748.6251,257748.6251,"c_b_cys"
"557","Late Shuswap",2015,93,74,0.795698924731183,42478.272505553,33799.9157571067,"c_b_cys"
"558","Late Shuswap",2016,76,75,0.986842105263158,91246.2623117133,90045.6535970855,"c_b_cys"
"559","Late Stuart",2008,2,2,1,150068.5756216,150068.5756216,"c_b_cys"
"560","Late Stuart",2010,1,1,1,2217.943087,2217.943087,"c_b_cys"
"561","Late Stuart",2011,16,13,0.8125,13523.0511369264,10987.4790487527,"c_b_cys"
"562","Late Stuart",2014,7,4,0.571428571428571,1809.378969479,1033.93083970229,"c_b_cys"
"563","Late Stuart",2015,10,8,0.8,4987.7871390675,3990.229711254,"c_b_cys"
"564","Late Stuart",2016,3,3,1,116.365499303333,116.365499303333,"c_b_cys"
"565","Nadina",2010,2,2,1,22358.4323906,22358.4323906,"c_b_cys"
"566","Nadina",2011,4,2,0.5,1015.3998324065,507.69991620325,"c_b_cys"
"567","Nadina",2012,0,0,NA,NA,NA,"c_b_cys"
"568","Nadina",2014,24,17,0.708333333333333,2353.32157484806,1666.93611551738,"c_b_cys"
"569","Nadina",2015,10,10,1,2092.9907246293,2092.9907246293,"c_b_cys"
"570","Nadina",2018,3,3,1,42.656848689,42.656848689,"c_b_cys"
"571","Nahatlatch",2010,2,1,0.5,36279.99328,18139.99664,"c_b_cys"
"572","Nahatlatch",2011,1,1,1,14.65474859,14.65474859,"c_b_cys"
"573","Nahatlatch",2013,5,4,0.8,56.711795502,45.3694364016,"c_b_cys"
"574","Nahatlatch",2015,6,4,0.666666666666667,71509.1982799225,47672.7988532817,"c_b_cys"
"575","North Thompson",2008,1,1,1,3948707.757,3948707.757,"c_b_cys"
"576","North Thompson",2009,1,1,1,25332.99795,25332.99795,"c_b_cys"
"577","North Thompson",2010,1,1,1,0.622850846,0.622850846,"c_b_cys"
"578","North Thompson",2011,5,3,0.6,16448.652095,9869.191257,"c_b_cys"
"579","North Thompson",2012,1,1,1,43.14279808,43.14279808,"c_b_cys"
"580","North Thompson",2013,33,30,0.909090909090909,9585.8838466553,8714.43986059573,"c_b_cys"
"581","North Thompson",2014,5,5,1,111553.053084572,111553.053084572,"c_b_cys"
"582","North Thompson",2015,11,9,0.818181818181818,46810.8247585311,38299.7657115255,"c_b_cys"
"583","Pitt",2010,6,2,0.333333333333333,1547.169802345,515.723267448333,"c_b_cys"
"584","Pitt",2011,1,0,0,NA,NA,"c_b_cys"
"585","Pitt",2012,1,1,1,105.3969746,105.3969746,"c_b_cys"
"586","Pitt",2013,45,34,0.755555555555556,7440.19075789729,5621.4774615224,"c_b_cys"
"587","Pitt",2014,13,8,0.615384615384615,40288.2665122806,24792.7793921727,"c_b_cys"
"588","Pitt",2015,32,22,0.6875,27148.2178364419,18664.3997625538,"c_b_cys"
"589","Pitt",2018,1,1,1,5.732717692,5.732717692,"c_b_cys"
"590","Portage",2009,1,1,1,5.208606113,5.208606113,"c_b_cys"
"591","Portage",2015,1,1,1,1883.38788,1883.38788,"c_b_cys"
"592","Quesnel",2009,3,2,0.666666666666667,115.0467497,76.6978331333333,"c_b_cys"
"593","Quesnel",2010,8,5,0.625,2865.27291207,1790.79557004375,"c_b_cys"
"594","Quesnel",2011,19,14,0.736842105263158,8827.17849221236,6504.23678373542,"c_b_cys"
"595","Quesnel",2012,13,13,1,52753.4351084945,52753.4351084945,"c_b_cys"
"596","Quesnel",2013,38,36,0.947368421052632,8766.1295722978,8304.75433165055,"c_b_cys"
"597","Quesnel",2015,158,148,0.936708860759494,21799.2434842631,20419.5445295629,"c_b_cys"
"598","Quesnel",2016,32,32,1,45056.6993443281,45056.6993443281,"c_b_cys"
"599","Raft",2010,5,2,0.4,184.36511383,73.746045532,"c_b_cys"
"600","Raft",2012,1,1,1,8738.971277,8738.971277,"c_b_cys"
"601","Raft",2014,1,0,0,NA,NA,"c_b_cys"
"602","Raft",2018,1,1,1,964957.558,964957.558,"c_b_cys"
"603","Scotch",2009,8,8,1,303000.6044825,303000.6044825,"c_b_cys"
"604","Scotch",2010,2,2,1,14635.114926,14635.114926,"c_b_cys"
"605","Scotch",2012,24,24,1,11987.1256296994,11987.1256296994,"c_b_cys"
"606","Scotch",2013,5,5,1,15534.003745108,15534.003745108,"c_b_cys"
"607","Scotch",2014,2,2,1,18245.977505,18245.977505,"c_b_cys"
"608","Scotch",2015,8,8,1,14400.6815113887,14400.6815113887,"c_b_cys"
"609","Scotch",2016,12,12,1,279656.0414765,279656.0414765,"c_b_cys"
"610","Seymour",2008,3,3,1,25244.805496,25244.805496,"c_b_cys"
"611","Seymour",2009,5,4,0.8,541026.888776725,432821.51102138,"c_b_cys"
"612","Seymour",2010,1,1,1,24997.97331,24997.97331,"c_b_cys"
"613","Seymour",2011,7,6,0.857142857142857,65267.8909239888,55943.9065062761,"c_b_cys"
"614","Seymour",2012,25,25,1,48033.0809048462,48033.0809048462,"c_b_cys"
"615","Seymour",2013,36,35,0.972222222222222,37640.2568101294,36594.6941209591,"c_b_cys"
"616","Seymour",2015,42,40,0.952380952380952,35114.1561848707,33442.0535094007,"c_b_cys"
"617","Seymour",2016,3,3,1,23339.5137056667,23339.5137056667,"c_b_cys"
"618","Seymour",2017,2,2,1,1186099.18300355,1186099.18300355,"c_b_cys"
"619","South Coast",2009,1,1,1,313.9451491,313.9451491,"c_b_cys"
"620","South Coast",2011,2,2,1,261459.073743084,261459.073743084,"c_b_cys"
"621","South Coast",2013,8,7,0.875,62331.4551427143,54540.023249875,"c_b_cys"
"622","South Coast",2014,2,2,1,96665.092845,96665.092845,"c_b_cys"
"623","South Coast",2018,2,2,1,715246.7532,715246.7532,"c_b_cys"
"624","Stellako",2010,2,2,1,3.7210989935,3.7210989935,"c_b_cys"
"625","Stellako",2011,6,5,0.833333333333333,5391.9570879216,4493.297573268,"c_b_cys"
"626","Stellako",2012,2,1,0.5,90.64033146,45.32016573,"c_b_cys"
"627","Stellako",2013,32,28,0.875,26072.8686408114,22813.7600607099,"c_b_cys"
"628","Stellako",2014,14,12,0.857142857142857,12391.9995547408,10621.7139040636,"c_b_cys"
"629","Stellako",2015,12,11,0.916666666666667,26423.8095544227,24221.8254248875,"c_b_cys"
"630","Stellako",2018,2,2,1,338.6418772,338.6418772,"c_b_cys"
"631","US",2009,3,3,1,13938.5368586667,13938.5368586667,"c_b_cys"
"632","US",2010,12,10,0.833333333333333,31239.1957969916,26032.6631641597,"c_b_cys"
"633","US",2011,8,8,1,230367.545284775,230367.545284775,"c_b_cys"
"634","US",2012,0,0,NA,NA,NA,"c_b_cys"
"635","US",2013,6,5,0.833333333333333,22113.0743842,18427.5619868333,"c_b_cys"
"636","US",2014,5,5,1,168657.544763426,168657.544763426,"c_b_cys"
"637","US",2015,2,2,1,22472.840644,22472.840644,"c_b_cys"
"638","US",2018,6,6,1,384526.393283,384526.393283,"c_b_cys"
"639","VI",2010,1,1,1,60723.31532,60723.31532,"c_b_cys"
"640","VI",2011,1,1,1,472.464543,472.464543,"c_b_cys"
"641","VI",2012,0,0,NA,NA,NA,"c_b_cys"
"642","VI",2013,19,18,0.947368421052632,8586.45767746439,8134.53885233468,"c_b_cys"
"643","VI",2014,13,13,1,6132.48893879538,6132.48893879538,"c_b_cys"
"644","Weaver",2010,1,1,1,160207.0407,160207.0407,"c_b_cys"
"645","Weaver",2011,3,3,1,6544.37981393333,6544.37981393333,"c_b_cys"
"646","Weaver",2012,1,1,1,198.8713323,198.8713323,"c_b_cys"
"647","Weaver",2015,4,2,0.5,5935.7184025,2967.85920125,"c_b_cys"
"648","Weaver",2018,1,0,0,NA,NA,"c_b_cys"
"649","Birkenhead",2009,4,0,0,NA,NA,"ce_sha"
"650","Birkenhead",2010,2,0,0,NA,NA,"ce_sha"
"651","Birkenhead",2011,5,0,0,NA,NA,"ce_sha"
"652","Birkenhead",2012,1,1,1,309.6977838,309.6977838,"ce_sha"
"653","Birkenhead",2013,23,6,0.260869565217391,383.9813936715,100.169059218652,"ce_sha"
"654","Birkenhead",2014,4,0,0,NA,NA,"ce_sha"
"655","Birkenhead",2015,17,3,0.176470588235294,608.616310266667,107.402878282353,"ce_sha"
"656","Birkenhead",2018,4,0,0,NA,NA,"ce_sha"
"657","Bowron",2013,7,0,0,NA,NA,"ce_sha"
"658","Bowron",2014,1,0,0,NA,NA,"ce_sha"
"659","Central Coast",2009,1,0,0,NA,NA,"ce_sha"
"660","Central Coast",2010,3,0,0,NA,NA,"ce_sha"
"661","Central Coast",2011,2,1,0.5,2.689071436,1.344535718,"ce_sha"
"662","Central Coast",2012,4,0,0,NA,NA,"ce_sha"
"663","Central Coast",2013,9,0,0,NA,NA,"ce_sha"
"664","Central Coast",2014,2,1,0.5,53313.37209,26656.686045,"ce_sha"
"665","Central Coast",2018,2,0,0,NA,NA,"ce_sha"
"666","Chilko",2008,7,0,0,NA,NA,"ce_sha"
"667","Chilko",2009,26,0,0,NA,NA,"ce_sha"
"668","Chilko",2010,62,2,0.032258064516129,5.869769576,0.189347405677419,"ce_sha"
"669","Chilko",2011,74,0,0,NA,NA,"ce_sha"
"670","Chilko",2012,31,1,0.032258064516129,2.15977723,0.0696702332258065,"ce_sha"
"671","Chilko",2013,514,20,0.0389105058365759,45.05901195855,1.7532689478035,"ce_sha"
"672","Chilko",2014,51,0,0,NA,NA,"ce_sha"
"673","Chilko",2015,72,1,0.0138888888888889,297.7910376,4.13598663333333,"ce_sha"
"674","Chilko",2016,20,3,0.15,2308.21895376667,346.232843065,"ce_sha"
"675","Chilko",2017,12,0,0,NA,NA,"ce_sha"
"676","Chilko",2018,12,2,0.166666666666667,16.723232645,2.78720544083333,"ce_sha"
"677","Chilliwack",2010,13,2,0.153846153846154,2.3408180895,0.360125859923077,"ce_sha"
"678","Chilliwack",2013,9,2,0.222222222222222,4.2824782015,0.951661822555556,"ce_sha"
"679","Chilliwack",2014,25,2,0.08,76.217772309,6.09742178472,"ce_sha"
"680","Chilliwack",2016,1,0,0,NA,NA,"ce_sha"
"681","Chilliwack",2018,8,0,0,NA,NA,"ce_sha"
"682","Cultus",2011,1,0,0,NA,NA,"ce_sha"
"683","Cultus",2012,1,0,0,NA,NA,"ce_sha"
"684","Cultus",2013,2,0,0,NA,NA,"ce_sha"
"685","Cultus",2014,2,0,0,NA,NA,"ce_sha"
"686","Cultus",2018,1,1,1,10.54772158,10.54772158,"ce_sha"
"687","Early Stuart",2009,2,1,0.5,8.665305175,4.3326525875,"ce_sha"
"688","Early Stuart",2010,4,0,0,NA,NA,"ce_sha"
"689","Early Stuart",2011,25,0,0,NA,NA,"ce_sha"
"690","Early Stuart",2012,1,0,0,NA,NA,"ce_sha"
"691","Early Stuart",2013,1,0,0,NA,NA,"ce_sha"
"692","Early Stuart",2014,8,0,0,NA,NA,"ce_sha"
"693","Early Stuart",2015,18,1,0.0555555555555556,294.2489346,16.3471630333333,"ce_sha"
"694","Early Stuart",2016,1,0,0,NA,NA,"ce_sha"
"695","Early Stuart",2017,1,0,0,NA,NA,"ce_sha"
"696","Early Stuart",2018,2,0,0,NA,NA,"ce_sha"
"697","Gates",2009,1,0,0,NA,NA,"ce_sha"
"698","Gates",2010,1,0,0,NA,NA,"ce_sha"
"699","Gates",2011,4,0,0,NA,NA,"ce_sha"
"700","Gates",2012,1,0,0,NA,NA,"ce_sha"
"701","Gates",2013,15,0,0,NA,NA,"ce_sha"
"702","Gates",2014,8,0,0,NA,NA,"ce_sha"
"703","Gates",2015,5,0,0,NA,NA,"ce_sha"
"704","Harrison-Lillooet",2013,2,1,0.5,8.588317349,4.2941586745,"ce_sha"
"705","Harrison-Lillooet",2014,1,0,0,NA,NA,"ce_sha"
"706","Harrison-Widgeon",2009,1,0,0,NA,NA,"ce_sha"
"707","Harrison-Widgeon",2010,56,18,0.321428571428571,487.234489648444,156.611085958429,"ce_sha"
"708","Harrison-Widgeon",2011,8,0,0,NA,NA,"ce_sha"
"709","Harrison-Widgeon",2013,4,0,0,NA,NA,"ce_sha"
"710","Harrison-Widgeon",2014,1,0,0,NA,NA,"ce_sha"
"711","Harrison-Widgeon",2015,5,0,0,NA,NA,"ce_sha"
"712","Late Shuswap",2008,16,1,0.0625,1.818937592,0.1136835995,"ce_sha"
"713","Late Shuswap",2009,15,0,0,NA,NA,"ce_sha"
"714","Late Shuswap",2010,6,3,0.5,49.490269326,24.745134663,"ce_sha"
"715","Late Shuswap",2011,19,0,0,NA,NA,"ce_sha"
"716","Late Shuswap",2012,214,7,0.0327102803738318,20.9915378534286,0.686639088663551,"ce_sha"
"717","Late Shuswap",2013,29,1,0.0344827586206897,29.29590133,1.01020349413793,"ce_sha"
"718","Late Shuswap",2014,1,0,0,NA,NA,"ce_sha"
"719","Late Shuswap",2015,93,13,0.139784946236559,1499.04611531823,209.544080635882,"ce_sha"
"720","Late Shuswap",2016,76,2,0.0263157894736842,3646.654228815,95.9645849688158,"ce_sha"
"721","Late Stuart",2008,2,0,0,NA,NA,"ce_sha"
"722","Late Stuart",2010,1,1,1,6.947660088,6.947660088,"ce_sha"
"723","Late Stuart",2011,16,1,0.0625,1.523392451,0.0952120281875,"ce_sha"
"724","Late Stuart",2014,7,1,0.142857142857143,814.1841225,116.3120175,"ce_sha"
"725","Late Stuart",2015,10,1,0.1,450.3266732,45.03266732,"ce_sha"
"726","Late Stuart",2016,3,0,0,NA,NA,"ce_sha"
"727","Nadina",2010,2,1,0.5,3.345390378,1.672695189,"ce_sha"
"728","Nadina",2011,4,0,0,NA,NA,"ce_sha"
"729","Nadina",2012,3,1,0.333333333333333,1652.482842,550.827614,"ce_sha"
"730","Nadina",2014,24,1,0.0416666666666667,20.43520059,0.85146669125,"ce_sha"
"731","Nadina",2015,10,1,0.1,58.82054969,5.882054969,"ce_sha"
"732","Nadina",2018,3,0,0,NA,NA,"ce_sha"
"733","Nahatlatch",2010,2,1,0.5,4.347441401,2.1737207005,"ce_sha"
"734","Nahatlatch",2011,1,0,0,NA,NA,"ce_sha"
"735","Nahatlatch",2013,5,0,0,NA,NA,"ce_sha"
"736","Nahatlatch",2015,6,1,0.166666666666667,6.396592877,1.06609881283333,"ce_sha"
"737","North Thompson",2008,1,1,1,1.292024898,1.292024898,"ce_sha"
"738","North Thompson",2009,1,0,0,NA,NA,"ce_sha"
"739","North Thompson",2010,1,0,0,NA,NA,"ce_sha"
"740","North Thompson",2011,5,0,0,NA,NA,"ce_sha"
"741","North Thompson",2012,1,0,0,NA,NA,"ce_sha"
"742","North Thompson",2013,33,1,0.0303030303030303,5.767632766,0.174776750484849,"ce_sha"
"743","North Thompson",2014,5,0,0,NA,NA,"ce_sha"
"744","North Thompson",2015,11,1,0.0909090909090909,3508.858107,318.987100636364,"ce_sha"
"745","Pitt",2010,6,2,0.333333333333333,4863.2969515,1621.09898383333,"ce_sha"
"746","Pitt",2011,1,0,0,NA,NA,"ce_sha"
"747","Pitt",2012,1,0,0,NA,NA,"ce_sha"
"748","Pitt",2013,45,1,0.0222222222222222,0.279108411,0.00620240913333333,"ce_sha"
"749","Pitt",2014,13,1,0.0769230769230769,386.9013453,29.7616419461538,"ce_sha"
"750","Pitt",2015,32,6,0.1875,1424.46268222383,267.086752916969,"ce_sha"
"751","Pitt",2018,1,0,0,NA,NA,"ce_sha"
"752","Portage",2009,1,0,0,NA,NA,"ce_sha"
"753","Portage",2015,1,0,0,NA,NA,"ce_sha"
"754","Quesnel",2009,3,0,0,NA,NA,"ce_sha"
"755","Quesnel",2010,8,4,0.5,10673.946945375,5336.9734726875,"ce_sha"
"756","Quesnel",2011,19,0,0,NA,NA,"ce_sha"
"757","Quesnel",2012,18,0,0,NA,NA,"ce_sha"
"758","Quesnel",2013,38,2,0.0526315789473684,0.9707202365,0.0510905387631579,"ce_sha"
"759","Quesnel",2015,158,2,0.0126582278481013,607.02593095,7.68387254367089,"ce_sha"
"760","Quesnel",2016,32,0,0,NA,NA,"ce_sha"
"761","Raft",2010,5,2,0.4,3006.20656635,1202.48262654,"ce_sha"
"762","Raft",2012,1,0,0,NA,NA,"ce_sha"
"763","Raft",2014,1,0,0,NA,NA,"ce_sha"
"764","Raft",2018,1,0,0,NA,NA,"ce_sha"
"765","Scotch",2009,8,1,0.125,3.211510297,0.401438787125,"ce_sha"
"766","Scotch",2010,2,1,0.5,1.121640262,0.560820131,"ce_sha"
"767","Scotch",2012,32,2,0.0625,0.660946436,0.04130915225,"ce_sha"
"768","Scotch",2013,5,0,0,NA,NA,"ce_sha"
"769","Scotch",2014,2,0,0,NA,NA,"ce_sha"
"770","Scotch",2015,8,1,0.125,1.559128208,0.194891026,"ce_sha"
"771","Scotch",2016,12,1,0.0833333333333333,28.70241626,2.39186802166667,"ce_sha"
"772","Seymour",2008,3,1,0.333333333333333,0.10650623,0.0355020766666667,"ce_sha"
"773","Seymour",2009,5,0,0,NA,NA,"ce_sha"
"774","Seymour",2010,1,0,0,NA,NA,"ce_sha"
"775","Seymour",2011,7,0,0,NA,NA,"ce_sha"
"776","Seymour",2012,25,1,0.04,7.647927712,0.30591710848,"ce_sha"
"777","Seymour",2013,37,2,0.0540540540540541,31.5202582105,1.70379774110811,"ce_sha"
"778","Seymour",2015,42,1,0.0238095238095238,83.68490497,1.99249773738095,"ce_sha"
"779","Seymour",2016,3,0,0,NA,NA,"ce_sha"
"780","Seymour",2017,2,0,0,NA,NA,"ce_sha"
"781","South Coast",2009,1,0,0,NA,NA,"ce_sha"
"782","South Coast",2011,2,0,0,NA,NA,"ce_sha"
"783","South Coast",2013,8,0,0,NA,NA,"ce_sha"
"784","South Coast",2014,2,0,0,NA,NA,"ce_sha"
"785","South Coast",2018,2,0,0,NA,NA,"ce_sha"
"786","Stellako",2010,2,0,0,NA,NA,"ce_sha"
"787","Stellako",2011,6,1,0.166666666666667,0.206450334,0.034408389,"ce_sha"
"788","Stellako",2012,3,0,0,NA,NA,"ce_sha"
"789","Stellako",2013,32,0,0,NA,NA,"ce_sha"
"790","Stellako",2014,14,0,0,NA,NA,"ce_sha"
"791","Stellako",2015,12,2,0.166666666666667,135.60402389,22.6006706483333,"ce_sha"
"792","Stellako",2018,2,0,0,NA,NA,"ce_sha"
"793","US",2009,3,1,0.333333333333333,8714.049611,2904.68320366667,"ce_sha"
"794","US",2010,12,9,0.75,23892.5590320064,17919.4192740048,"ce_sha"
"795","US",2011,8,2,0.25,4307.078512795,1076.76962819875,"ce_sha"
